repo_name,commit,subject,message,bug_fix_regex_count,valid_fix_regex_count,negeted_bug_fix_regex,bq_classification,Is_bug,Bug_Justification,English_classification,Is_English,Comment,Type,Is_Refactor
snegovick/linux,1dcc336b02bff3d38f173feac55a2b6c25a5fb54,f2fs: enable rb-tree extent cache,"f2fs: enable rb-tree extent cache

This patch enables rb-tree based extent cache in f2fs.

When we mount with ""-o extent_cache"", f2fs will try to add recently accessed
page-block mappings into rb-tree based extent cache as much as possible, instead
of original one extent info cache.

By this way, f2fs can support more effective cache between dnode page cache and
disk. It will supply high hit ratio in the cache with fewer memory when dnode
page cache are reclaimed in environment of low memory.

Storage: Sandisk sd card 64g
1.append write file (offset: 0, size: 128M);
2.override write file (offset: 2M, size: 1M);
3.override write file (offset: 4M, size: 1M);
...
4.override write file (offset: 48M, size: 1M);
...
5.override write file (offset: 112M, size: 1M);
6.sync
7.echo 3 > /proc/sys/vm/drop_caches
8.read file (size:128M, unit: 4k, count: 32768)
(time dd if=/mnt/f2fs/128m bs=4k count=32768)

Extent Hit Ratio:
		before		patched
Hit Ratio	121 / 1071	1071 / 1071

Performance:
		before		patched
real    	0m37.051s	0m35.556s
user    	0m0.040s	0m0.026s
sys     	0m2.990s	0m2.251s

Memory Cost:
		before		patched
Tree Count:	0		1 (size: 24 bytes)
Node Count:	0		45 (size: 1440 bytes)

v3:
 o retest and given more details of test result.

Signed-off-by: Chao Yu <0cc5db7488e13b393f245aa6263acec5e92fdcc5@samsung.com>
Signed-off-by: Jaegeuk Kim <71255387a32c360dfbe6dfb7aaeb123bf1dc8cb6@kernel.org>
",0,0,0,FALSE,FALSE,enable,TRUE,TRUE,,adaptive,
links234/qr-linux-kernel,5f614e6b7005685b3e34da0742f79389c858c7e1,caif-hsi: Free flip_buffer at shutdown,"caif-hsi: Free flip_buffer at shutdown

Fix memory leak of RX flip-buffer.

Signed-off-by: Sjur Brændeland <90c9f68dc7b20ac89683f2c4f55e4a05e8dbf9ad@stericsson.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",1,0,0,TRUE,TRUE,"fix, memory leak",FALSE,TRUE,,corrective,FALSE
RenderBroken/ghost_render_kernel,1ac4594d88f63ba1557cc1a30ec1f915ca55b7cb,isdn: Convert vmalloc/memset to vzalloc,"isdn: Convert vmalloc/memset to vzalloc

Signed-off-by: Joe Perches <16a9a54ddf4259952e3c118c763138e83693d7fd@perches.com>
Signed-off-by: Jiri Kosina <ed58f755cc8caaf10c3e8c731a8b86fb8f13d6cb@suse.cz>
",0,0,0,FALSE,FALSE,convert,FALSE,TRUE,,perfective,TRUE
mathkid95/linux_lg_jb,1ac4594d88f63ba1557cc1a30ec1f915ca55b7cb,isdn: Convert vmalloc/memset to vzalloc,"isdn: Convert vmalloc/memset to vzalloc

Signed-off-by: Joe Perches <16a9a54ddf4259952e3c118c763138e83693d7fd@perches.com>
Signed-off-by: Jiri Kosina <ed58f755cc8caaf10c3e8c731a8b86fb8f13d6cb@suse.cz>
",0,0,0,FALSE,,,FALSE,,duplicated,,
jogger0703/linux,d2dd8b1fed314d22c50965f78f6895117c4abfc8,[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units,"[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units

The tpmi units interface with the SAS controller on iop348.

Signed-off-by: Dan Williams <24ee2bf0bd8ac766c348bf1f0639943bac1535c6@intel.com>
Signed-off-by: Russell King <f6aa0246ff943bfa8602cdf60d40c481b38ed232@arm.linux.org.uk>
",0,0,0,FALSE,FALSE,add,TRUE,TRUE,,adaptive,
atniptw/PonyBuntu,d2dd8b1fed314d22c50965f78f6895117c4abfc8,[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units,"[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units

The tpmi units interface with the SAS controller on iop348.

Signed-off-by: Dan Williams <24ee2bf0bd8ac766c348bf1f0639943bac1535c6@intel.com>
Signed-off-by: Russell King <f6aa0246ff943bfa8602cdf60d40c481b38ed232@arm.linux.org.uk>
",0,0,0,FALSE,,,TRUE,,duplicated,,
avisconti/prova,d2dd8b1fed314d22c50965f78f6895117c4abfc8,[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units,"[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units

The tpmi units interface with the SAS controller on iop348.

Signed-off-by: Dan Williams <24ee2bf0bd8ac766c348bf1f0639943bac1535c6@intel.com>
Signed-off-by: Russell King <f6aa0246ff943bfa8602cdf60d40c481b38ed232@arm.linux.org.uk>
",0,0,0,FALSE,,,TRUE,,duplicated,,
dangowrt/linux,d2dd8b1fed314d22c50965f78f6895117c4abfc8,[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units,"[ARM] 4342/2:  iop13xx: add resource definitions for the tpmi units

The tpmi units interface with the SAS controller on iop348.

Signed-off-by: Dan Williams <24ee2bf0bd8ac766c348bf1f0639943bac1535c6@intel.com>
Signed-off-by: Russell King <f6aa0246ff943bfa8602cdf60d40c481b38ed232@arm.linux.org.uk>
",0,0,0,FALSE,,,TRUE,,duplicated,,
1yfgT53/mysql,3d52b08751e802bc844db4225f981284a149a750,Merge acurtis@bk-internal.mysql.com:/home/bk/mysql-5.0 into xiphis.org:/usr/home/antony/work2/p3-bug7241.6,"Merge acurtis@bk-internal.mysql.com:/home/bk/mysql-5.0
into xiphis.org:/usr/home/antony/work2/p3-bug7241.6

--BZR--
revision-id: cf00f27348d01d6118f17bc302c001c56470eb06@xiphis.org-20050524215102-31998
property-file-info: le
property-sp1-file-info: le
testament3-sha1: ddef019ce1c375b85be1b26e49180d682e6895ec
",0,0,0,FALSE,FALSE,No syntactic evidence,TRUE,TRUE,,other,
OwnROM-Devices/OwnKernel-sprout,fae255253b393d5e4f0d77d5afa103bfc8b47a97,mtd: delete SBC82xx/SBC8560 MTD mapping support,"mtd: delete SBC82xx/SBC8560 MTD mapping support

The SBC8260 support was dropped back when we moved from ppc to
powerpc.  We are now also dropping the support for the EOL SBC8560,
so we can also delete this mapping support, as they were the only
users of it.

Artem: also remove the symbol from the Makefile.

Signed-off-by: Paul Gortmaker <ae947f3c8df96e1dc851c5e3e5a930ce6d3f1f74@windriver.com>
Signed-off-by: Artem Bityutskiy <2f96f8cd3e2780a209d0ab27d1b44624d0019d3f@linux.intel.com>
Signed-off-by: David Woodhouse <b460d66aaf00c296a3db1c1d9eeafc081d5f7d70@intel.com>
",0,0,0,FALSE,FALSE,"delete support, drop back",TRUE,TRUE,no syntactic evidence,perfective,TRUE
petkan/linux,fae255253b393d5e4f0d77d5afa103bfc8b47a97,mtd: delete SBC82xx/SBC8560 MTD mapping support,"mtd: delete SBC82xx/SBC8560 MTD mapping support

The SBC8260 support was dropped back when we moved from ppc to
powerpc.  We are now also dropping the support for the EOL SBC8560,
so we can also delete this mapping support, as they were the only
users of it.

Artem: also remove the symbol from the Makefile.

Signed-off-by: Paul Gortmaker <ae947f3c8df96e1dc851c5e3e5a930ce6d3f1f74@windriver.com>
Signed-off-by: Artem Bityutskiy <2f96f8cd3e2780a209d0ab27d1b44624d0019d3f@linux.intel.com>
Signed-off-by: David Woodhouse <b460d66aaf00c296a3db1c1d9eeafc081d5f7d70@intel.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
Adesh15/onyx_kernel,ee4799997950e81437ef9055a4b104099e3272c4,Input: add driver for Penmount serial touchscreens,"Input: add driver for Penmount serial touchscreens

Signed-off-by: Rick Koch <90d554dd8748a30df24fe787217f5cf3147cd8f9@hotmail.com>
Signed-off-by: Dmitry Torokhov <10a8c465cefc9bdd6c925e26964d23c90f1141cc@mail.ru>
",0,0,0,FALSE,FALSE,add,TRUE,,,adaptive,
ipaccess/fsm99xx-kernel-sources,ee4799997950e81437ef9055a4b104099e3272c4,Input: add driver for Penmount serial touchscreens,"Input: add driver for Penmount serial touchscreens

Signed-off-by: Rick Koch <90d554dd8748a30df24fe787217f5cf3147cd8f9@hotmail.com>
Signed-off-by: Dmitry Torokhov <10a8c465cefc9bdd6c925e26964d23c90f1141cc@mail.ru>
",0,0,0,FALSE,,,TRUE,,duplicated,,
philozheng/kernel-msm,ee4799997950e81437ef9055a4b104099e3272c4,Input: add driver for Penmount serial touchscreens,"Input: add driver for Penmount serial touchscreens

Signed-off-by: Rick Koch <90d554dd8748a30df24fe787217f5cf3147cd8f9@hotmail.com>
Signed-off-by: Dmitry Torokhov <10a8c465cefc9bdd6c925e26964d23c90f1141cc@mail.ru>
",0,0,0,FALSE,,,TRUE,,duplicated,,
yuvraj2987/Android_Samsung_Linux_Kernel,ee4799997950e81437ef9055a4b104099e3272c4,Input: add driver for Penmount serial touchscreens,"Input: add driver for Penmount serial touchscreens

Signed-off-by: Rick Koch <90d554dd8748a30df24fe787217f5cf3147cd8f9@hotmail.com>
Signed-off-by: Dmitry Torokhov <10a8c465cefc9bdd6c925e26964d23c90f1141cc@mail.ru>
",0,0,0,FALSE,,,TRUE,,duplicated,,
TEAM-RAZOR-DEVICES/kernel_lge_v500,ee4799997950e81437ef9055a4b104099e3272c4,Input: add driver for Penmount serial touchscreens,"Input: add driver for Penmount serial touchscreens

Signed-off-by: Rick Koch <90d554dd8748a30df24fe787217f5cf3147cd8f9@hotmail.com>
Signed-off-by: Dmitry Torokhov <10a8c465cefc9bdd6c925e26964d23c90f1141cc@mail.ru>
",0,0,0,FALSE,,,TRUE,,duplicated,,
TeamOrion-Devices/kernel_lge_msm8974,57c808e9ccec120341dea7f6d0eecd58adbb7a45,msm: 8960: Configure SDIO on SDC2 slot,"msm: 8960: Configure SDIO on SDC2 slot

Configure SDIO over SDC2 slot.
Do not enable SDC2 as the needed GPIO lines are already
in use by HSIC(GPIO#91) and Ethernet(GPIO#89-90).

CRs-fixed: 330232
Change-Id: Ia6efc61f2cb898009be06b3b426e7da755fcfcd3
Signed-off-by: Pratibhasagar V <bcb15852ab921cb854538b24f12d348f13e3784a@codeaurora.org>
",0,0,0,FALSE,FALSE,configure,TRUE,TRUE,,adaptive,
Orion116/kernel_samsung_lt03wifi_rebase,39fd33933b0209e4b6254743f2cede07c5ad4c52,userns: allow killing tasks in your own or child userns,"userns: allow killing tasks in your own or child userns

Changelog:
	Dec  8: Fixed bug in my check_kill_permission pointed out by
	        Eric Biederman.
	Dec 13: Apply Eric's suggestion to pass target task into kill_ok_by_cred()
	        for clarity
	Dec 31: address comment by Eric Biederman:
		don't need cred/tcred in check_kill_permission.
	Jan  1: use const cred struct.
	Jan 11: Per Bastian Blank's advice, clean up kill_ok_by_cred().
	Feb 16: kill_ok_by_cred: fix bad parentheses
	Feb 23: per akpm, let compiler inline kill_ok_by_cred

Signed-off-by: Serge E. Hallyn <3df611b026e4639bee8aef7a4beb2e39fcebb313@canonical.com>
Acked-by: ""Eric W. Biederman"" <8a741aa8cbd77ebc4a56ddb528ce9fd15d42f034@xmission.com>
Acked-by: Daniel Lezcano <e9fa45941f2ebe89c1b9d6c5f339ab42eadb8567@free.fr>
Acked-by: David Howells <ebac1d06c1688626821bb0e574a037a7a5354e49@redhat.com>
Cc: James Morris <10d11de3abc355eabe955bb734f0f8e71da56e16@namei.org>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",2,0,0,TRUE,,TRUE,TRUE,TRUE,,adaptive,
davidmueller13/f2fs-backport,39fd33933b0209e4b6254743f2cede07c5ad4c52,userns: allow killing tasks in your own or child userns,"userns: allow killing tasks in your own or child userns

Changelog:
	Dec  8: Fixed bug in my check_kill_permission pointed out by
	        Eric Biederman.
	Dec 13: Apply Eric's suggestion to pass target task into kill_ok_by_cred()
	        for clarity
	Dec 31: address comment by Eric Biederman:
		don't need cred/tcred in check_kill_permission.
	Jan  1: use const cred struct.
	Jan 11: Per Bastian Blank's advice, clean up kill_ok_by_cred().
	Feb 16: kill_ok_by_cred: fix bad parentheses
	Feb 23: per akpm, let compiler inline kill_ok_by_cred

Signed-off-by: Serge E. Hallyn <3df611b026e4639bee8aef7a4beb2e39fcebb313@canonical.com>
Acked-by: ""Eric W. Biederman"" <8a741aa8cbd77ebc4a56ddb528ce9fd15d42f034@xmission.com>
Acked-by: Daniel Lezcano <e9fa45941f2ebe89c1b9d6c5f339ab42eadb8567@free.fr>
Acked-by: David Howells <ebac1d06c1688626821bb0e574a037a7a5354e49@redhat.com>
Cc: James Morris <10d11de3abc355eabe955bb734f0f8e71da56e16@namei.org>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",2,0,0,TRUE,,,TRUE,,duplicated,,
xsilon/linux-xsilon,fed5b64a95326697f942f5003c138c7ff3043ef5,mm/migrate: fix comment typo syncronous->synchronous,"mm/migrate: fix comment typo syncronous->synchronous

Signed-off-by: Jianguo Wu <bfa600f2f37bdb58cd7013a13133683dd75e8c4c@huawei.com>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",1,1,0,FALSE,FALSE,fixed comment,FALSE,TRUE,,perfective,FALSE
SaberMod/android_kernel_moto_shamu,fed5b64a95326697f942f5003c138c7ff3043ef5,mm/migrate: fix comment typo syncronous->synchronous,"mm/migrate: fix comment typo syncronous->synchronous

Signed-off-by: Jianguo Wu <bfa600f2f37bdb58cd7013a13133683dd75e8c4c@huawei.com>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",1,1,0,FALSE,,,FALSE,,duplicated,,
kriegfrj/robolectric,9677b3a80b929a57a7ee1d4301d5e9ffb51f3182,"Added shadows for WebView clearFormData(), clearHistory(), clearView() and destroy().","Added shadows for WebView clearFormData(), clearHistory(), clearView() and destroy().
",0,0,0,FALSE,FALSE,added,TRUE,TRUE,,adaptive,
JianguoWEI/linux-efq-final,1c10070a55a38ad8489df8afd52c9a3ffd46bbb5,i386: do not restore reserved memory after hibernation,"i386: do not restore reserved memory after hibernation

On some systems the ACPI NVS area is located in the first 1 MB of RAM and
it is overwritten by the i386 code during the restore after hibernation.
This confuses the ACPI platform firmware that doesn't update the AC adapter
status appropriately as a result
(http://bugzilla.kernel.org/show_bug.cgi?id=7995).

The solution is to register the reserved memory in the first 1 MB as
'nosave', so that swsusp doesn't touch it during the restore.  Also, this
has been done on x86_64 for a long time now, so this patch makes the i386
restore code behave like the x86_64 one.

[5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org: build fix]
Signed-off-by: Rafael J. Wysocki <a11f87183a953ab11f50fbafff689c5a7fa3506c@sisk.pl>
Acked-by: Pavel Machek <2375fa63e2908bb2df59f606483a3aa92321db7a@ucw.cz>
Cc: David Rientjes <d8cd2994e15bc61ddb2b113030bda55eebc3a0fe@google.com>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Andi Kleen <0474aee45985f5ae829f53849df476200e876990@suse.de>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",1,0,0,TRUE,TRUE,solution,TRUE,TRUE,,corrective,FALSE
vathpela/linux-esrt,352d4657b23fbd329efccc396000a549e0150907,Merge branch 'for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/mattst88/alpha-2.6,"Merge branch 'for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/mattst88/alpha-2.6

* 'for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/mattst88/alpha-2.6:
  alpha: fix compile errors in dma-mapping-common.h
  alpha: remove trailing spaces in messages
  alpha: use __ratelimit
",1,0,0,TRUE,TRUE,"fix, compile errors",TRUE,TRUE,,corrective,FALSE
equinox0815/packages,314aad053be98c43e5e14fb5186e6bc022b5026a,git: update to 2.14.3,"git: update to 2.14.3

Signed-off-by: Peter Wagner <c16e2946dd3475e527919707ebbda99e4997bcc4@gmx.at>
",0,0,0,FALSE,FALSE,update,FALSE,TRUE,,other,
kiriapurv/kiriyard-mako-kernel,0df4604ed09873c46ddb3232a3efc5a2798854cb,staging: brmc80211: remove sdio.h from fullmac,"staging: brmc80211: remove sdio.h from fullmac

Use standard sdio.h from mmc core instead of private one

Signed-off-by: Franky Lin <c740ae0f5dfc9bd2203ae1a0d3155a31e94c745d@broadcom.com>
Reviewed-by: Roland Vossen <45182f14eed14f589e080b05abc22e5a7f6ee742@broadcom.com>
Reviewed-by: Arend van Spriel <06447fbe43693466d3293d0b5eaeeb2efd3d7d3a@broadcom.com>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@suse.de>
",0,0,0,FALSE,FALSE,remove,TRUE,TRUE,,perfective,TRUE
Khaon/mi2_kernel,5919ce29085f4ca080054fde5feef8f8b3405261,[SCSI] ibmvfc: Fix command timeouts due to cached CRQ access,"[SCSI] ibmvfc: Fix command timeouts due to cached CRQ access

The CRQs used by the ibmvfc driver are read and written by both
the client and the server. Therefore, we need to mark them volatile
so that we do not cache their contents when handling an interrupt.
This fixes a problem which can surface as occasional command timeouts.
No commands were actually timing out, but due to accessing cached data
for the CRQ in the interrupt handler, the interrupt was not processing
all command completions as it should.

Signed-off-by: Brian King <bf668d4b220231d97fe248d4ae0ba63a1d887e4c@linux.vnet.ibm.com>
Signed-off-by: James Bottomley <407b36959ca09543ccda8f8e06721c791bc53435@HansenPartnership.com>
",2,0,0,TRUE,TRUE,fix,TRUE,TRUE,,corrective,FALSE
MikeC84/mac_kernel_lge_hammerhead_lollipop,02b1bae5e1c0f810168037be0134685085e95e88,niu: Refinements to kernel logging.,"niu: Refinements to kernel logging.

Fix unconditional empty kerne log message every interrupt.

Kill some informational log messages that are superfluous
and anyways occur before the netdev is registered.

Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",1,0,0,TRUE,TRUE,fix,TRUE,TRUE,,corrective,FALSE
gxa/atlas,0067287728f8c762bab6e02b6caff75883a82d87,Use constructor injection instead of field injection. http://programmers.stackexchange.com/questions/300706/dependency-injection-field-injection-vs-constructor-injection http://olivergierke.de/2013/11/why-field-injection-is-evil/,"Use constructor injection instead of field injection.
http://programmers.stackexchange.com/questions/300706/dependency-injection-field-injection-vs-constructor-injection
http://olivergierke.de/2013/11/why-field-injection-is-evil/
",0,0,0,FALSE,FALSE,use instead,TRUE,TRUE,,perfective,TRUE
spvkgn/youtube-dl,15956b5aa1867e9511d5edeebc5d4e9e70ed39c0,[promptfile] Fix check for deleted videos,"[promptfile] Fix check for deleted videos
",1,0,0,TRUE,TRUE,fix,TRUE,TRUE,,corrective,FALSE
Infusion-OS/android_kernel_lge_gee,90736e20e3805dd1ffff60e4750495944956cd44,[PATCH] i386: Vmi timer race,"[PATCH] i386: Vmi timer race

Because timer code moves around, and we might eventually move our init to a
late_time_init hook, save and restore IRQs around this code because it is
definitely not interrupt safe.

Signed-off-by: Zachary Amsden <9de8c4480303b5335cd2a33eefe814615ba3612a@vmware.com>
Signed-off-by: Andi Kleen <0474aee45985f5ae829f53849df476200e876990@suse.de>
",0,0,0,FALSE,TRUE,"race, not interrupt safe",TRUE,TRUE,,corrective,FALSE
wareash/linux-xylon,90736e20e3805dd1ffff60e4750495944956cd44,[PATCH] i386: Vmi timer race,"[PATCH] i386: Vmi timer race

Because timer code moves around, and we might eventually move our init to a
late_time_init hook, save and restore IRQs around this code because it is
definitely not interrupt safe.

Signed-off-by: Zachary Amsden <9de8c4480303b5335cd2a33eefe814615ba3612a@vmware.com>
Signed-off-by: Andi Kleen <0474aee45985f5ae829f53849df476200e876990@suse.de>
",0,0,0,FALSE,,,TRUE,,duplicated,,
benatto/linux-1,90736e20e3805dd1ffff60e4750495944956cd44,[PATCH] i386: Vmi timer race,"[PATCH] i386: Vmi timer race

Because timer code moves around, and we might eventually move our init to a
late_time_init hook, save and restore IRQs around this code because it is
definitely not interrupt safe.

Signed-off-by: Zachary Amsden <9de8c4480303b5335cd2a33eefe814615ba3612a@vmware.com>
Signed-off-by: Andi Kleen <0474aee45985f5ae829f53849df476200e876990@suse.de>
",0,0,0,FALSE,,,TRUE,,duplicated,,
cgvarela/composer,41f4451c203d2f964acbcd326c0b6e678062fe43,take care of retry-auth-failure:false in case of 403 as well,"take care of retry-auth-failure:false in case of 403 as well
",0,0,0,FALSE,FALSE,other action,TRUE,TRUE,depends on whether the requirments were changed,adaptive,
aidfarh/android_kernel_sony_apq8064,9a286097b027081c073addc2c55775340704c683,V4L/DVB (9458): Bugfix: gate control needs to be handled,"V4L/DVB (9458): Bugfix: gate control needs to be handled

Signed-off-by: Manu Abraham <158873d90a7ef40f3637a222b7329c09d0222554@linuxtv.org>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",1,0,0,TRUE,TRUE,bug fix,FALSE,TRUE,,corrective,FALSE
TeslaProject/android_kernel_moto_shamu,9a286097b027081c073addc2c55775340704c683,V4L/DVB (9458): Bugfix: gate control needs to be handled,"V4L/DVB (9458): Bugfix: gate control needs to be handled

Signed-off-by: Manu Abraham <158873d90a7ef40f3637a222b7329c09d0222554@linuxtv.org>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",1,0,0,TRUE,,,FALSE,,duplicated,,
Adrioid83/jflte_xxx,9a286097b027081c073addc2c55775340704c683,V4L/DVB (9458): Bugfix: gate control needs to be handled,"V4L/DVB (9458): Bugfix: gate control needs to be handled

Signed-off-by: Manu Abraham <158873d90a7ef40f3637a222b7329c09d0222554@linuxtv.org>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",1,0,0,TRUE,,,FALSE,,duplicated,,
lgoptimusdev/lge-kernel-lproj,9a286097b027081c073addc2c55775340704c683,V4L/DVB (9458): Bugfix: gate control needs to be handled,"V4L/DVB (9458): Bugfix: gate control needs to be handled

Signed-off-by: Manu Abraham <158873d90a7ef40f3637a222b7329c09d0222554@linuxtv.org>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",1,0,0,TRUE,,,FALSE,,duplicated,,
grogg/platform_device_asus_flo-kernel_kernel,605070952f0b41caaa211c47b02eeac703529008,[PATCH] i2c: Discard explicit static initializations to 0,"[PATCH] i2c: Discard explicit static initializations to 0

Kill explicit static initializations to 0 in 10 i2c drivers.

Signed-off-by: Jean Delvare <khali@linux-fr.org>
Signed-off-by: Greg Kroah-Hartman <gregkh@suse.de>

 drivers/i2c/algos/i2c-algo-pca.c    |    2 +-
 drivers/i2c/algos/i2c-algo-sibyte.c |    2 +-
 drivers/i2c/busses/i2c-ali15x3.c    |    4 ++--
 drivers/i2c/busses/i2c-amd756.c     |    2 +-
 drivers/i2c/busses/i2c-iop3xx.c     |    2 +-
 drivers/i2c/busses/i2c-piix4.c      |    8 ++++----
 drivers/i2c/busses/i2c-sis5595.c    |    4 ++--
 drivers/i2c/busses/i2c-sis630.c     |    2 +-
 drivers/i2c/busses/i2c-sis96x.c     |    2 +-
 drivers/i2c/busses/i2c-via.c        |    2 +-
 10 files changed, 15 insertions(+), 15 deletions(-)
",0,0,0,FALSE,FALSE,other action,FALSE,TRUE,,perfective,TRUE
sudipm-mukherjee/parport,59758f44592b0930e83b190cf0206e59d616c983,[TCP]: Use read mostly for CUBIC parameters.,"[TCP]: Use read mostly for CUBIC parameters.

These module parameters should be in the read mostly area to avoid
cache pollution.

Signed-off-by: Stephen Hemminger <a072e933f45880fe04500ea083d5c7f6e81a06f0@linux-foundation.org>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",0,0,0,FALSE,FALSE,use,TRUE,TRUE,,adaptive,
guard163/linux,59758f44592b0930e83b190cf0206e59d616c983,[TCP]: Use read mostly for CUBIC parameters.,"[TCP]: Use read mostly for CUBIC parameters.

These module parameters should be in the read mostly area to avoid
cache pollution.

Signed-off-by: Stephen Hemminger <a072e933f45880fe04500ea083d5c7f6e81a06f0@linux-foundation.org>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",0,0,0,FALSE,,,TRUE,,duplicated,,
gromaudio/linux-imx6-31053,59758f44592b0930e83b190cf0206e59d616c983,[TCP]: Use read mostly for CUBIC parameters.,"[TCP]: Use read mostly for CUBIC parameters.

These module parameters should be in the read mostly area to avoid
cache pollution.

Signed-off-by: Stephen Hemminger <a072e933f45880fe04500ea083d5c7f6e81a06f0@linux-foundation.org>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",0,0,0,FALSE,,,TRUE,,duplicated,,
rossoldfield/kms,59758f44592b0930e83b190cf0206e59d616c983,[TCP]: Use read mostly for CUBIC parameters.,"[TCP]: Use read mostly for CUBIC parameters.

These module parameters should be in the read mostly area to avoid
cache pollution.

Signed-off-by: Stephen Hemminger <a072e933f45880fe04500ea083d5c7f6e81a06f0@linux-foundation.org>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",0,0,0,FALSE,,,TRUE,,duplicated,,
bboyfeiyu/linux,59758f44592b0930e83b190cf0206e59d616c983,[TCP]: Use read mostly for CUBIC parameters.,"[TCP]: Use read mostly for CUBIC parameters.

These module parameters should be in the read mostly area to avoid
cache pollution.

Signed-off-by: Stephen Hemminger <a072e933f45880fe04500ea083d5c7f6e81a06f0@linux-foundation.org>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",0,0,0,FALSE,,,TRUE,,duplicated,,
physycom/QGIS,7d79a73f587af021d7cd35588b2d972cbfec252b,"Importing a layer, create an autoincremental integer pk if either no pk was passed or it's an integer field","Importing a layer, create an autoincremental integer pk if either no pk was passed or it's an integer field
",0,0,0,FALSE,FALSE,importing,FALSE,TRUE,,adaptive,
jeffreyliu3230/osf.io,6b6dfa913aa16fb6513bb41becdb07fc27dbfe59,Remove old googleDriveNodeConfig.js,"Remove old googleDriveNodeConfig.js
",0,0,0,FALSE,FALSE,remove,FALSE,,,perfective,TRUE
Fusion-Devices/android_kernel_lge_g3,af18ddb8864b096e3ed4732e2d4b21c956dcfe3a,[GFS2] Eliminate one instance of __GFP_NOFAIL,"[GFS2] Eliminate one instance of __GFP_NOFAIL

This removes one instance of GFP_NOFAIL from the glock callback
function. It also fixes a bug where a , was used at a line end
rather than ; causing unintended results.

Signed-off-by: Steven Whitehouse <9801c4ef11586b619a1c43ac9377eea2aee672dd@redhat.com>
",2,0,0,TRUE,TRUE,fixes a bug,TRUE,TRUE,,corrective,FALSE
KangBangKreations/KangBangKore-Kernel,af18ddb8864b096e3ed4732e2d4b21c956dcfe3a,[GFS2] Eliminate one instance of __GFP_NOFAIL,"[GFS2] Eliminate one instance of __GFP_NOFAIL

This removes one instance of GFP_NOFAIL from the glock callback
function. It also fixes a bug where a , was used at a line end
rather than ; causing unintended results.

Signed-off-by: Steven Whitehouse <9801c4ef11586b619a1c43ac9377eea2aee672dd@redhat.com>
",2,0,0,TRUE,,,TRUE,,duplicated,,
