,token,commit,positive
25791,finishprocessing,1,1.0
25792,finite,2,0.666666666667
25793,finnstutzenstein,1,0.0
25794,finsert,3,0.0
25795,finternal,1,1.0
25796,fiona,1,0.0
25797,fionread,1,1.0
25798,"fionread,",1,1.0
25799,fionread],1,1.0
25800,fip,1,1.0
25801,fire,7,0.5
25802,firebase,2,1.0
25803,firebug,1,0.0
25804,firebug),1,0.0
25805,"firebug,",1,0.0
25806,firefox,12,0.764705882353
25807,fires,4,0.5
25808,firestore,1,1.0
25809,firewall,4,0.75
25810,firing,1,0.0
25811,firmware,6,0.454545454545
25812,firmware),2,1.0
25813,firmwares,1,0.0
25814,firs,1,1.0
25815,first,210,0.6
25816,first),1,1.0
25817,"first,",11,0.615384615385
25818,first`,1,0.0
25819,firstaired,1,1.0
25820,"firstflag,",1,1.0
25821,firstname,1,1.0
25822,firstreadymanager,1,1.0
25823,firstriderpositionindex,1,0.0
25824,firstseen,1,1.0
25825,firsttierslavefailingtoconnecttomaster,1,1.0
25826,firsttime,1,0.0
25827,fiscal,1,1.0
25828,fish,2,1.0
25829,fit,27,0.490909090909
25830,fitornot(bool),1,1.0
25831,fitparameter(s),1,1.0
25832,fitpaysdk,1,0.0
25833,fitpaysdkauthenticationtests,1,0.0
25834,fitpaysdkconfiguration,1,0.0
25835,fitpaysdkdemo,1,0.0
25836,fits,12,0.0975609756098
25837,fitsuiteimp,1,0.0
25838,fitsuiteimpl,1,0.0
25839,fitted,1,1.0
25840,fitting,2,1.0
25841,five,6,0.714285714286
25842,fivestar,1,1.0
25843,fix,972,0.724078539442
25844,fix(,1,0.0
25845,fix(@schematics,1,0.0
25846,fix(aio),6,0.0
25847,fix(animations),3,0.0
25848,fix(bazel),1,0.0
25849,fix(boardview),1,1.0
25850,fix(common),2,0.0
25851,fix(compiler,1,0.0
25852,fix(compiler),9,0.222222222222
25853,fix(core),1,0.0
25854,fix(discover),1,1.0
25855,fix(hide,1,0.0
25856,fix(infinite,1,1.0
25857,fix(lib),1,0.0
25858,fix(meteor),1,1.0
25859,fix(package),1,1.0
25860,fix(pins&props),1,1.0
25861,fix(platform,1,1.0
25862,fix(service,1,0.0
25863,fix(signin),1,1.0
25864,fix(styles),2,1.0
25865,fix(subscription),1,1.0
25866,fix(subscriptions),1,1.0
25867,fix(tdp,1,0.0
25868,fix(upgrade),7,0.285714285714
25869,fix(xod,1,1.0
25870,fix),1,0.0
25871,"fix,",5,0.2
25872,fix10469,1,1.0
25873,fixallnodes,1,1.0
25874,fixanimationspecs,1,0.0
25875,fixapiobj,1,0.0
25876,fixcircularreferences,2,1.0
25877,fixe,1,1.0
25878,fixed,329,0.668091168091
25879,fixed*,1,1.0
25880,"fixed,",3,0.666666666667
25881,fixed18882,1,1.0
25882,fixedperlinecount,1,1.0
25883,fixedpoint,1,1.0
25884,fixedpoint32,1,1.0
25885,fixedpoint64,1,1.0
25886,fixedupdate,1,1.0
25887,fixedwidthinteger,1,0.0
25888,fixedwidthreader,1,1.0
25889,fixer,2,1.0
25890,fixers,1,1.0
25891,fixers=,1,1.0
25892,fixers`,1,1.0
25893,fixersresolver,1,1.0
25894,fixes,481,0.613368283093
25895,fixes**,11,0.545454545455
25896,"fixes,",16,0.76
25897,fixicate,1,0.0
25898,fixing,102,0.663316582915
25899,fixissue28616parallelmount,1,0.0
25900,fixit,3,0.25
25901,fixits,5,0.8
25902,fixkind,2,0.5
25903,fixlifetime,1,1.0
25904,fixme,8,0.5
25905,"fixme,",1,0.0
25906,fixmes,3,0.75
25907,fixnum,5,0.0882352941176
25908,fixnum),1,1.0
25909,"fixnum,",2,0.666666666667
25910,fixnump,1,0.0
25911,fixnums,1,0.0
25912,fixprojs,1,0.0
25913,fixrequires,1,0.0
25914,fixtests,1,0.0
25915,fixtitle,1,1.0
25916,fixture,11,0.545454545455
25917,fixtures,11,0.5
25918,fixtures`,1,0.0
25919,fixup,14,0.4375
25920,"fixup,",1,0.5
25921,fixups,3,1.0
25922,fixy,1,1.0
25923,fixzoneeffects,1,1.0
25924,fjl,1,1.0
25925,fjp,1,1.0
25926,fk7263,1,0.0
25927,fkey,1,0.0
25928,fkie,1,1.0
25929,fkill,1,0.0
25930,fl,3,0.666666666667
25931,flag,129,0.580808080808
25932,flag),7,0.785714285714
25933,"flag,",9,0.785714285714
25934,flaged,1,1.0
25935,flagged,5,0.571428571429
25936,flagged),1,1.0
25937,flagging,2,0.5
25938,flags,81,0.552845528455
25939,flags),9,0.666666666667
25940,"flags,",5,0.714285714286
25941,flake,1,1.0
25942,flake8,7,0.909090909091
25943,flakes,1,1.0
25944,flaky,3,1.0
25945,"flaky,",1,0.0
25946,flapping,1,1.0
25947,flaremode,1,1.0
25948,flaresmode,1,1.0
25949,flash,20,0.390243902439
25950,flashed,1,0.0
25951,flashes,1,0.0
25952,flashing,3,0.6
25953,"flashing,",1,1.0
25954,flask,3,0.6
25955,"flask,",2,0.0
25956,flat,10,0.444444444444
25957,flatbush,1,1.0
25958,flatbutton,2,1.0
25959,flate,1,0.0
25960,flatmap,2,0.0
25961,flatmap(,1,1.0
25962,"flatmap<mk,",1,1.0
25963,flatten,8,0.6
25964,flatten(),1,1.0
25965,flattened,1,0.0
25966,flattening,4,0.8
25967,"flattening,",1,0.0
25968,flatter,1,1.0
25969,flavor,1,1.0
25970,flavored,1,0.0
25971,flavors,1,1.0
25972,flaw,2,1.0
25973,flaws,1,0.0
25974,flax,1,1.0
25975,flay,1,1.0
25976,fldexp),1,1.0
25977,fledged,2,1.0
25978,fleet,2,0.666666666667
25979,flesh,1,1.0
25980,fleshed,1,1.0
25981,flet),2,0.5
25982,"flet,",3,0.25
25983,"fletx,",1,1.0
25984,flex,2,0.5
25985,flexbox,4,1.0
25986,flexibility,9,0.666666666667
25987,"flexibility,",1,1.0
25988,flexible,25,0.730769230769
25989,"flexible,",1,1.0
25990,flexibly,1,0.0
25991,flexmark,1,0.0
25992,flexran,1,1.0
25993,flibxml,1,0.0
25994,flicker,2,0.5
25995,flight,2,1.0
25996,flightmoderecording,1,1.0
25997,flights,2,0.5
25998,fline,1,0.0
25999,fling,1,1.0
26000,flip,8,0.727272727273
26001,flippage,1,1.0
26002,flipped,1,1.0
26003,flipping,1,1.0
26004,"flipping,",1,1.0
26005,flips,2,1.0
26006,flist,2,0.666666666667
26007,flisten,1,1.0
26008,"fload,",1,1.0
26009,float,21,0.563636363636
26010,float(max,1,0.0
26011,float),2,0.0
26012,"float,",3,0.25
26013,"float32,",1,1.0
26014,float64,1,0.0
26015,"float64,",1,1.0
26016,float64`,1,1.0
26017,floatfns,5,0.5
26018,floating,13,0.923076923077
26019,floatingpointnumerics,1,0.0
26020,floatingpointnumericstest,1,0.0
26021,floatrectangle,1,1.0
26022,floats,6,0.375
26023,flocal,1,0.0
26024,flock,1,0.0
26025,flocker,1,0.0
26026,flood,1,0.0
26027,flookup,2,0.5
26028,floor,1,1.0
26029,"floor2,",1,1.0
26030,flops,1,1.0
26031,flow,75,0.664739884393
26032,flow),1,0.0
26033,"flow,",1,0.0
26034,flow](https,1,1.0
26035,flow`,1,1.0
26036,flowable,1,1.0
26037,flowed,1,1.0
26038,flowed),1,1.0
26039,floweditor,1,0.0
26040,flowerror,1,1.0
26041,flowgraph,1,1.0
26042,flowing,2,0.5
26043,flows,10,0.666666666667
26044,flowtype,1,1.0
26045,flowxxxxx,1,0.0
26046,floyd’s,1,1.0
26047,flt,1,0.75
26048,flt),3,0.666666666667
26049,flu,1,0.0
26050,fluent,1,1.0
26051,fluentd,2,0.0
26052,fluid,1,0.0
26053,"fluid,",1,0.0
26054,fluidly,1,0.0
26055,fluids,1,1.0
26056,flume,1,1.0
26057,flush,16,0.695652173913
26058,flush(),1,0.0
26059,"flush,",1,0.0
26060,flushcommits(),1,0.0
26061,flushing,1,1.0
26062,flushregioncallable,1,1.0
26063,flux,3,0.666666666667
26064,fly,7,0.625
26065,flycam,1,0.0
26066,flymake,5,0.4
26067,flynn,3,0.333333333333
26068,flyout,1,1.0
26069,flyouts,1,1.0
26070,"flyspell,",1,1.0
26071,flyway,5,0.5
26072,fm10k,1,0.0
26073,fmake,7,0.133333333333
26074,fmap,1,0.0
26075,fmark,1,0.0
26076,fmatch,1,0.0
26077,fmax,1,1.0
26078,fmd5),1,0.0
26079,fmember,1,0.0
26080,"fmember,",2,0.5
26081,fmemory,2,0.75
26082,"fmemq,",1,1.0
26083,"fmemql,",2,0.5
26084,fmessage,2,0.75
26085,fmi(),1,1.0
26086,fminibuffer,1,0.0
26087,fmlrc,1,1.0
26088,fmod,1,0.0
26089,fmode,1,0.0
26090,fmodify,2,0.0
26091,fmove,1,0.0
26092,fmt,2,0.0
26093,fn,9,0.5
26094,fn),1,0.0
26095,"fn,",2,0.0
26096,fn`,1,1.0
26097,"fname,",1,0.0
26098,fnext,2,0.0
26099,fnn,1,0.0
26100,fnname,1,1.0
26101,fnolisten,1,1.0
26102,fnreverse),1,0.0
26103,fns,33,0.553846153846
26104,fns),5,0.444444444444
26105,fnsym,1,0.0
26106,fock,1,0.0
26107,focus,24,0.541176470588
26108,focus),2,0.5
26109,"focus,",2,0.5
26110,focused,8,0.363636363636
26111,focuses,2,1.0
26112,focusing,2,0.5
26113,focusmanager,1,1.0
26114,focususage,1,1.0
26115,fogbugz,1,1.0
26116,fogg,1,0.0
26117,fokid,1,0.0
26118,fokids,1,0.0
26119,fold,8,0.7
26120,foldable,1,1.0
26121,foldconstants,2,1.0
26122,foldconstantstest,1,1.0
26123,folded,6,0.375
26124,folder,57,0.617283950617
26125,"folder,",5,0.166666666667
26126,folderinstaller,1,1.0
26127,folders,11,0.333333333333
26128,folding,6,0.5
26129,"folding,",1,0.0
26130,folds,1,1.0
26131,folks,1,1.0
26132,follow,103,0.473214285714
26133,"follow,",2,0.5
26134,followed,9,0.4
26135,follower,2,1.0
26136,following,124,0.524137931034
26137,"following,",1,1.0
26138,followon,1,1.0
26139,follows,19,0.791666666667
26140,"follows,",1,1.0
26141,followup,5,0.25
26142,"followup,",1,1.0
26143,followupdroptable,1,1.0
26144,fom,1,1.0
26145,fonctionne,1,1.0
26146,font,66,0.561349693252
26147,font),11,0.48275862069
26148,"font,",7,0.6875
26149,fontconfig,1,1.0
26150,fontification,3,0.4
26151,fontification),2,0.0
26152,fontified,3,0.75
26153,"fontified,",1,0.0
26154,fontify,7,0.384615384615
26155,fontify),1,0.0
26156,fontinstancekey,1,1.0
26157,fontname,1,1.0
26158,fontname),1,1.0
26159,"fontnames,",1,1.0
26160,fonts,13,0.6875
26161,fonts),2,0.0
26162,"fonts,",3,0.777777777778
26163,fontset,21,0.519230769231
26164,fontset),5,0.25
26165,fontsetname),1,0.0
26166,"fontsetname,",1,1.0
26167,"fontsets,",3,0.0
26168,foo,23,0.847222222222
26169,foo(,1,1.0
26170,foo(),3,0.333333333333
26171,foo(<complete>,1,1.0
26172,"foo(<complete>),",1,1.0
26173,foo(<here>,1,1.0
26174,foo(implicit,1,1.0
26175,"foo(int,",1,1.0
26176,foo(rec$1),1,1.0
26177,foo(void),1,0.0
26178,foo),3,0.8
26179,"foo,",1,0.0
26180,foo<+t>,1,0.0
26181,foo<a>(x,1,1.0
26182,"foo<t,",1,1.0
26183,foo=bar,1,1.0
26184,foo@arg1,1,1.0
26185,"foo@arg1,arg2",1,1.0
26186,foo[int](42),1,0.0
26187,foo[t],1,0.0
26188,foo[t](x,1,0.0
26189,foo`,1,1.0
26190,foobar,1,1.0
26191,foolishly,1,1.0
26192,foorprint,1,1.0
26193,footer,18,0.564102564103
26194,footer),1,1.0
26195,"footer,",1,1.0
26196,footers,2,1.0
26197,footnote,1,1.0
26198,footprint,7,0.818181818182
26199,footprints,1,0.0
26200,fopen,5,0.375
26201,fopen),1,1.0
26202,"fopen,",1,0.0
26203,for,2543,0.62304162051
26204,for),2,0.666666666667
26205,"for,",3,0.0
26206,forall,1,0.0
26207,"foralls,",1,0.0
26208,forbid,1,1.0
26209,forbidden,2,1.0
26210,"forbidden,",1,1.0
26211,force,36,0.549019607843
26212,force`,1,1.0
26213,forceclusterproxy,1,1.0
26214,forceclusterproxycache,1,1.0
26215,"forceclusterproxycache,",1,1.0
26216,forced,12,0.461538461538
26217,forces,6,0.5
26218,forcesearch,1,0.0
26219,forceupdate,1,0.0
26220,forcibly,1,1.0
26221,forcing,6,0.833333333333
26222,fore,1,1.0
26223,foreach,4,0.571428571429
26224,foreach),1,0.0
26225,foreground,3,0.333333333333
26226,foreground),2,0.833333333333
26227,foreign,6,0.25
26228,foreignfunction,1,1.0
26229,foreman,1,1.0
26230,forest,1,0.0
26231,forever,3,1.0
26232,forfeature,1,0.0
26233,forframe,2,0.5
26234,forge,1,1.0
26235,forge),1,1.0
26236,forget,3,0.333333333333
26237,forgetting,1,0.0
26238,forgiving,1,1.0
26239,forgot,8,0.941176470588
26240,forgotcontainer,1,1.0
26241,forgotted,1,0.0
26242,forgotten,1,0.0
26243,fork,9,0.529411764706
26244,"fork),",1,0.0
26245,"fork,",1,0.0
26246,forkcms,3,1.0
26247,forked,8,0.416666666667
26248,"forked,",1,0.0
26249,forking,4,0.75
26250,forks,3,0.333333333333
26251,form,114,0.819494584838
26252,form(),2,0.0
26253,form),8,0.692307692308
26254,"form,",8,0.454545454545
26255,form`,1,0.0
26256,formal,6,0.769230769231
26257,formalevaluationscope,1,1.0
26258,formalises,1,1.0
26259,formalized,1,1.0
26260,formalizes,1,1.0
26261,formalizing,1,0.0
26262,format,106,0.66511627907
26263,format),12,0.551724137931
26264,"format,",17,0.571428571429
26265,format`,2,0.5
26266,formaters,1,0.0
26267,formating,1,1.0
26268,formation,1,1.0
26269,formatmoney,1,1.0
26270,formats,7,0.0909090909091
26271,"formats,",2,0.5
26272,"formats,types",1,0.0
26273,formatted,12,0.777777777778
26274,formatter,6,0.333333333333
26275,formatting,36,0.588235294118
26276,format’,1,1.0
26277,formbuilder,1,1.0
26278,formbuilderloader,1,0.0
26279,formed,2,1.0
26280,"formed,",1,0.0
26281,former,93,0.505154639175
26282,"former,",2,0.5
26283,formerly,4,0.6
26284,"formerly,",1,0.0
26285,formevent,1,1.0
26286,formfactorgauss,1,1.0
26287,formik,1,1.0
26288,forming,2,0.333333333333
26289,forminputtemplatebuilder,1,1.0
26290,formio,2,1.0
26291,formmula,1,0.0
26292,forms,26,0.621621621622
26293,forms),3,0.666666666667
26294,"forms,",4,0.833333333333
26295,formula,8,0.625
26296,formula),1,1.0
26297,formulas),1,1.0
26298,formulated,2,0.5
26299,formvalidators,1,1.0
26300,forname,1,1.0
26301,forname(,1,1.0
26302,forname`,1,1.0
26303,"fornamn,",1,0.0
26304,forpattern,1,1.0
26305,forsaken,1,1.0
26306,forth,2,0.0
26307,forthcoming,1,0.0
26308,fortify,1,1.0
26309,fortran,7,0.6
26310,fortune,1,0.0
26311,forum,3,0.75
26312,forums,3,0.333333333333
26313,forumv2,1,0.0
26314,forunmanaged(),1,0.0
26315,forw,2,0.0
26316,forwable,1,1.0
26317,forward,41,0.653846153846
26318,forward),4,0.375
26319,"forward,",3,0.5
26320,forwarddeclare()s),1,0.0
26321,forwarded,4,0.25
26322,forwarder,1,0.0
26323,forwarders,2,1.0
26324,forwarding,6,0.285714285714
26325,"forwarding,",1,0.0
26326,forwardproofcontext,1,0.0
26327,forwards,2,0.5
26328,fossilization,1,1.0
26329,"fossilize(),",1,1.0
26330,fossils,1,1.0
26331,fother,1,0.0
26332,found,62,0.638554216867
26333,"found,",1,1.0
26334,found`,1,1.0
26335,foundation,10,0.909090909091
26336,foundation),1,1.0
26337,"foundlayout,",1,1.0
26338,four,3,0.166666666667
26339,"four,",1,1.0
26340,fox,2,0.0
26341,fox[user],1,0.0
26342,fpa,1,1.0
26343,fparse,1,0.0
26344,fplist,1,1.0
26345,fpp,1,1.0
26346,fprevious,2,0.0
26347,fprimitive,1,0.0
26348,fprin1,1,0.0
26349,fprocess,2,0.0
26350,"fprog1,",1,1.0
26351,fprog2),1,0.666666666667
26352,fps,4,0.5
26353,fpscr,1,0.0
26354,fpurecopy),1,0.0
26355,"fquote,",1,1.0
26356,fqzcomp,1,1.0
26357,fr,6,0.933333333333
26358,fractal,1,1.0
26359,fraction,1,1.0
26360,fractions,2,1.0
26361,frag,1,0.0
26362,fragile,9,0.5
26363,"fragile,",1,0.0
26364,fragment,14,0.722222222222
26365,fragment),1,0.0
26366,"fragment<ref,",1,0.0
26367,"fragment<viewerfragmentref,",1,0.0
26368,fragment`,1,0.0
26369,fragmented,1,0.0
26370,fragmentized,1,0.0
26371,fragmentprovider,1,1.0
26372,fragmentproviderimpl,1,1.0
26373,fragments,6,0.777777777778
26374,fragments),1,1.0
26375,fragmentutils,1,1.0
26376,frame,99,0.490445859873
26377,frame),38,0.404958677686
26378,"frame,",21,0.425531914894
26379,frame`,1,0.0
26380,framebuffer,4,0.25
26381,framed,1,0.0
26382,framenet,1,0.0
26383,framerate,1,1.0
26384,frames,21,0.413793103448
26385,frames),5,0.6
26386,"frames,",8,0.363636363636
26387,frameset,1,1.0
26388,frameset),1,1.0
26389,framestack,1,0.0
26390,framestate,1,1.0
26391,framework,56,0.087962962963
26392,"framework,",3,1.0
26393,frameworkbundle,1,0.0
26394,frameworks,4,0.444444444444
26395,framing,3,0.5
26396,francesco,4,0.75
26397,francois,1,1.0
26398,frank,1,1.0
26399,frankg,1,1.0
26400,frappe,7,0.625
26401,frappe#1441,1,0.0
26402,frappe#470,1,0.0
26403,frassoc),1,0.0
26404,frassq),1,1.0
26405,"frassq,",1,0.0
26406,frc,1,1.0
26407,fread,3,0.25
26408,frecenter),1,0.0
26409,frecursive,1,0.0
26410,fred,2,0.5
26411,fred2,1,1.0
26412,fredisplay),1,0.0
26413,fredrik,1,0.0
26414,free,41,0.507462686567
26415,free(),1,0.0
26416,free),5,0.444444444444
26417,"free,",4,0.5
26418,free@gmail,1,0.0
26419,freebsd,8,0.25
26420,freeciv,1,1.0
26421,freed,3,0.666666666667
26422,freedesktop,2,0.5
26423,freedv,1,0.0
26424,freehan,2,0.5
26425,freeimage,1,0.0
26426,freeing,5,0.6
26427,freelist,2,1.0
26428,freelocalallocations(),1,1.0
26429,freepool,1,1.0
26430,freepools,1,1.0
26431,frees,1,1.0
26432,freescale,1,0.0
26433,freestanding,1,0.0
26434,freetype,1,1.0
26435,freevar,1,1.0
26436,freeze,3,0.666666666667
26437,freezenodes,1,1.0
26438,freezes,1,1.0
26439,freezing,1,0.0
26440,fref,1,1.0
26441,fref),1,1.0
26442,"fref,",1,1.0
26443,fregexp,1,0.0
26444,fregister,1,0.0
26445,freighter,1,1.0
26446,fremove,1,0.0
26447,frename,3,0.666666666667
26448,french,2,0.0
26449,french),1,0.0
26450,freq,3,0.666666666667
26451,frequencies,2,1.0
26452,frequency,4,0.875
26453,frequently,8,0.555555555556
26454,fresh,5,0.8
26455,fresize,1,0.0
26456,frestore,1,0.0
26457,fresume,1,1.0
26458,freva,1,0.0
26459,freverse),1,1.0
26460,frexp,1,1.0
26461,"frexp,",1,1.0
26462,fri,12,0.806451612903
26463,"fri,",2,0.333333333333
26464,friendlier,1,1.0
26465,friendly,9,0.3
26466,friends,7,0.777777777778
26467,"friends,",1,0.0
26468,frightened,1,0.0
26469,fringe,21,0.375
26470,fringe),2,0.75
26471,fringes,1,0.0
26472,fringes),3,0.333333333333
26473,"fringes,",2,1.0
26474,frm,1,1.0
26475,frob,1,0.0
26476,from,2505,0.597998535514
26477,from),3,0.666666666667
26478,"from,",2,0.5
26479,from`,1,0.0
26480,fromating,1,0.0
26481,fromaxisangle,1,1.0
26482,frombin,1,0.0
26483,fromdegrees,1,1.0
26484,fromdict(),1,1.0
26485,frompinid,1,0.0
26486,fromtopitemmap,1,1.0
26487,fromtx,1,0.0
26488,front,26,0.589743589744
26489,front),1,1.0
26490,frontend,33,0.511627906977
26491,frontend),1,0.0
26492,"frontend,",2,1.0
26493,frontendinputs,2,1.0
26494,frontends,2,0.5
26495,"frontiers,",1,0.0
26496,frontmatter@1,1,1.0
26497,frozen,3,0.666666666667
26498,fruit,3,1.0
26499,frustrating,1,1.0
26500,frustum,2,0.333333333333
26501,frustums,1,0.0
26502,fs,13,0.72
26503,fs),2,0.5
26504,"fs,",2,0.5
26505,fsample,1,0.5
26506,fsave,1,0.0
26507,fsc,1,0.0
26508,fscroll,1,0.0
26509,fseq,1,1.0
26510,fseqfile,1,1.0
26511,fserver,1,1.0
26512,fset,15,0.553846153846
26513,fset),2,0.5
26514,"fset,",1,1.0
26515,"fsetq,",1,1.0
26516,fsf,1,1.0
26517,fsharp,2,0.166666666667
26518,fsheets,1,0.0
26519,fslogic,12,0.75
26520,fslogicproxy,2,1.0
26521,fsm,2,1.0
26522,fsmap,1,1.0
26523,fsnarf,2,0.0
26524,fsnotify,1,0.0
26525,fso,2,0.5
26526,fsplit,1,0.0
26527,fssubscriptions,1,1.0
26528,fstart,1,0.0
26529,fstat,2,0.666666666667
26530,fstat),1,0.0
26531,"fstat,",1,0.0
26532,fstatat,1,0.0
26533,"fstatat,",1,0.0
26534,fstree,1,0.0
26535,fstring,1,0.0
26536,fsubst,1,0.0
26537,fsubstitute,2,0.333333333333
26538,fsubstring,2,0.5
26539,"fsubstring,",1,0.0
26540,fsuspend,2,0.5
26541,fsync,1,1.0
26542,fsync),1,1.0
26543,fsyntax,1,0.0
26544,ft,5,1.0
26545,ftcrfont,2,1.0
26546,ftcrfont),1,1.0
26547,ftd,1,1.0
26548,ftext,1,0.0
26549,ftfont,14,0.678571428571
26550,ftfont),1,0.0
26551,ftgp,1,0.0
26552,fthomas,1,1.0
26553,ftl,2,1.0
26554,ftool,1,1.0
26555,ftp,9,0.727272727273
26556,ftp),2,1.0
26557,ftrace,2,0.333333333333
26558,ftrack,1,0.0
26559,ftranspose,1,0.0
26560,ftry,1,0.0
26561,ftty,1,1.0
26562,ftw,1,0.0
26563,ftxfont,6,0.705882352941
26564,ftxfont),1,1.0
26565,fubhy,1,1.0
26566,fuck,1,1.0
26567,fucked,1,0.0
26568,fuel,2,0.5
26569,fujitsu,2,1.0
26570,"fujitsu,com>",1,1.0
26571,fulfill,1,1.0
26572,fulfilled,1,1.0
26573,fulfillment,1,0.0
26574,full,80,0.5
26575,full(),1,1.0
26576,full),3,1.0
26577,"full,",3,0.0
26578,fullapplysite,1,0.0
26579,fullcomment,1,0.0
26580,fullfil,1,0.0
26581,fullname,1,0.0
26582,fullscreen,2,0.923076923077
26583,fullscreen),1,1.0
26584,fullscreenscalemode,1,0.0
26585,fullstops,1,0.0
26586,fullstory@1,1,1.0
26587,fulltext,1,1.0
26588,fully,30,0.606060606061
26589,fun,11,0.958333333333
26590,"fun,",1,1.0
26591,func,33,0.659090909091
26592,"func(),",1,1.0
26593,func),1,0.0
26594,"func,",2,0.0
26595,func=detail&aid=2943631&group,1,1.0
26596,func=detail&aid=2943640&group,1,1.0
26597,funcall,3,0.8
26598,funcall),2,0.5
26599,funcalltype,1,1.0
26600,funcdecl,5,0.428571428571
26601,funcdecl6(a,1,1.0
26602,funcdecl7,1,1.0
26603,funcdecls,1,1.0
26604,funcexpr,5,0.666666666667
26605,funcitons,1,0.0
26606,funcptr,1,1.0
26607,funcs,6,0.714285714286
26608,funcs),2,0.0
26609,funcs`,1,0.0
26610,funcsigs,1,0.0
26611,functest,2,1.0
26612,functin,1,1.0
26613,function,566,0.610636277303
26614,function(),1,1.0
26615,function()),1,1.0
26616,function),44,0.669902912621
26617,"function,",71,0.555555555556
26618,"function<lookupscope,",1,1.0
26619,functionaility,1,0.0
26620,functional,37,0.46511627907
26621,functional),2,1.0
26622,functionalities,1,0.0
26623,functionality,87,0.674796747967
26624,functionality),2,1.0
26625,"functionality,",6,0.166666666667
26626,"functionally,",1,1.0
26627,functionblock,1,1.0
26628,functioncontext,1,1.0
26629,functioncontextimpl,1,1.0
26630,"functionexpand,",1,0.0
26631,functionn,1,1.0
26632,functions,403,0.569230769231
26633,functions),17,0.851063829787
26634,"functions,",29,0.724137931034
26635,functions=[(sum(cast(p#4,1,1.0
26636,functionsignopt,1,1.0
26637,functionsignopts,1,1.0
26638,functiontype,1,1.0
26639,functor,1,0.0
26640,functors,1,0.0
26641,funcvalue,1,0.0
26642,fund,2,0.333333333333
26643,fundamental,2,1.0
26644,funded,1,0.0
26645,funders,1,1.0
26646,funding,92,0.56862745098
26647,fundingdecision,2,0.0
26648,fundingmanager,1,0.0
26649,fundo,1,0.0
26650,funencodable,1,0.0
26651,funkiness,1,1.0
26652,funky,2,1.0
26653,funlock,1,0.0
26654,funnel,2,0.5
26655,funny,1,1.0
26656,funrecord,1,1.0
26657,funs,1,1.0
26658,funtions,1,0.0
26659,funtype,1,1.0
26660,funvtions,1,1.0
26661,funwind,2,0.5
26662,fuqiao,1,0.0
26663,furniturecontainer,1,1.0
26664,furst,1,1.0
26665,further,67,0.611111111111
26666,"further,",3,0.333333333333
26667,furthermore,2,0.0
26668,"furthermore,",5,0.6
26669,furthher,1,1.0
26670,fuse,12,0.789473684211
26671,"fuse,",1,0.0
26672,fused,3,0.4
26673,fused=false,1,1.0
26674,fused=true,1,1.0
26675,fusedconvbiasactivationshape,1,1.0
26676,fuser,1,0.0
26677,futestsuite,1,1.0
26678,futex,1,1.0
26679,futex(2),1,1.0
26680,futexes,1,1.0
26681,futur,2,1.0
26682,future,74,0.585365853659
26683,future),2,0.5
26684,"future),",1,1.0
26685,"future,",10,0.5
26686,future<>,1,0.0
26687,futures,3,0.333333333333
26688,futzed,1,1.0
26689,fuzz,1,0.0
26690,"fuzz,",1,1.0
26691,fuzzy,3,0.25
26692,fv1,1,1.0
26693,fvalue(),1,0.0
26694,"fvalue,",1,0.0
26695,fvar,2,0.0
26696,fverify,1,0.0
26697,fvertical,2,0.5
26698,fw,3,0.0
26699,fw16,1,1.0
26700,fw32,2,0.333333333333
26701,fwd,1,1.0
26702,fwhere,1,0.0
26703,"fwhile,",1,1.0
26704,fwindow,2,0.857142857143
26705,fwrite,2,0.0
26706,fwsgonzo,3,0.333333333333
26707,fx,10,0.157894736842
26708,fx45,1,1.0
26709,fxa,1,1.0
26710,fxaaorderindependenttranslucency,1,0.0
26711,fxaclient,1,1.0
26712,fxcop,1,1.0
26713,fxcopstable,1,1.0
26714,fxing,1,0.0
26715,fxn,2,1.0
26716,"fxn,",1,1.0
26717,fxns,1,1.0
26718,fyes,1,0.0
26719,fyi,2,1.0
26720,g,126,0.589887640449
26721,g),1,1.0
26722,g++,2,1.0
26723,"g,",2,1.0
26724,g20,1,1.0
26725,g4,4,0.5
26726,g6htewysijwc5adf,1,0.0
26727,ga,3,1.0
26728,gab1,1,0.0
26729,gabelevi,5,1.0
26730,gabor,1,1.0
26731,gabrielbazan7,1,0.0
26732,gadgets,1,1.0
26733,gaearon,1,0.0
26734,gaetan,2,1.0
26735,gafs,1,0.0
26736,gafter,1,0.0
26737,gain,5,0.8
26738,gained,3,0.333333333333
26739,gains,3,1.0
26740,gajewski,1,1.0
26741,gallery,8,0.870967741935
26742,gamboster,1,0.0
26743,game,13,0.555555555556
26744,game),1,0.0
26745,gamegrid,1,1.0
26746,gamepad,1,1.0
26747,gamepadbutton,1,1.0
26748,gamepads,1,1.0
26749,games,3,0.0
26750,gan,1,1.0
26751,gandalf,1,1.0
26752,ganelin,1,0.0
26753,ganelin@capitalone,1,0.0
26754,ganelin],1,0.0
26755,gankro,2,0.0
26756,gao,2,1.0
26757,gap,2,0.285714285714
26758,gap),3,0.0
26759,"gap,",2,0.0
26760,gapi,1,0.0
26761,gaps,1,0.0
26762,gaps),1,0.0
26763,garage,2,0.0
26764,garb,1,1.0
26765,garbage,16,0.333333333333
26766,garbagecode162,1,1.0
26767,garbagecollector,2,0.0
